_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
5376,4152745,2017,2019,1960,PRIVATE,24,Scarborough-Guildwood,45 GREENBRAE CRCT,6,112,2019-11-28,83,Evaluation needs to be conducted in 2 years,19,4,4,5,3,5,5,4,3,5,4,3,5,5,4,4,4,4,5,3,N/A,E2425,43.759429906,-79.230999363,326447.571,4846406.327
5377,4155570,2017,2019,1970,TCHC,24,Scarborough-Guildwood,55 GREENBRAE CRCT,13,128,2019-11-28,82,Evaluation needs to be conducted in 2 years,19,4,4,5,3,1,5,4,3,5,N/A,4,5,5,4,4,4,4,5,4,5,E2425,43.759551821,-79.230166356,326511.584,4846434.635
5378,4155584,2017,2019,1970,TCHC,22,Scarborough-Agincourt,365 BAY MILLS BLVD,13,186,2019-11-27,80,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,3,5,4,N/A,3,4,4,3,4,5,4,4,4,4,E2226,43.7812403712,-79.3008424612,320815.234,4848827.17
5379,4152856,2017,2019,1971,PRIVATE,22,Scarborough-Agincourt,375 BAY MILLS BLVD,14,188,2019-11-27,84,Evaluation needs to be conducted in 2 years,20,4,5,5,2,4,4,4,4,3,4,5,5,3,5,4,5,5,5,3,5,E2226,43.7823877317,-79.300874192,320812.374,4848954.635
5380,4156567,2017,2019,1979,PRIVATE,13,Toronto Centre,1101 BAY ST,28,265,2019-11-27,91,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,4,4,5,N/A,5,5,5,3,4,4,N/A,4,5,5,S1321,43.6677613551,-79.3884160975,313791.06,4836213.3
5381,4152862,2017,2019,1974,PRIVATE,22,Scarborough-Agincourt,40 AURORA CRT,13,167,2019-11-27,92,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,3,5,3,N/A,E2225,43.7947061514,-79.315638344,319601.619,4850309.607
5382,4152861,2017,2019,1974,PRIVATE,22,Scarborough-Agincourt,50 AURORA CRT,14,175,2019-11-27,88,Evaluation needs to be conducted in 3 years,19,5,4,5,4,5,4,5,5,5,5,4,5,5,4,5,3,3,5,3,N/A,E2225,43.7934585291,-79.315225557,319654.516,4850181.917
5383,4153356,2017,2019,1965,PRIVATE,12,Toronto-St. Paul's,425 AVENUE RD,8,47,2019-11-27,77,Evaluation needs to be conducted in 2 years,18,4,3,5,3,3,3,N/A,3,4,4,4,4,5,4,4,4,4,4,4,N/A,S1238,43.683390655,-79.3997224813,312869.224,4837942.185
5384,4153937,2019,2019,1952,PRIVATE,12,Toronto-St. Paul's,755 AVENUE RD,4,41,2019-11-27,76,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,4,N/A,3,5,4,3,3,5,4,4,3,4,4,4,N/A,S1226,43.6969871839,-79.4048152575,312456.901,4839452.269
5385,4233268,2017,2019,1951,PRIVATE,12,Toronto-St. Paul's,871 AVENUE RD,3,10,2019-11-27,76,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,5,N/A,5,N/A,N/A,3,4,5,3,4,4,4,5,3,N/A,S1227,43.699066984,-79.4058203443,312375.626,4839683.241
5386,4154005,2017,2019,1965,PRIVATE,12,Toronto-St. Paul's,990 AVENUE RD,4,40,2019-11-27,86,Evaluation needs to be conducted in 3 years,19,4,5,5,4,5,5,4,5,4,4,4,4,5,4,4,4,5,4,3,N/A,S1227,43.7034089135,-79.4083878134,312168.155,4840165.401
5387,4152875,2017,2019,1960,PRIVATE,22,Scarborough-Agincourt,2250 KENNEDY RD,18,136,2019-11-27,92,Evaluation needs to be conducted in 3 years,19,4,4,5,5,5,5,4,4,5,4,5,5,5,5,3,5,5,5,4,N/A,E2232,43.7822367958,-79.2884509141,321812.366,4848940.348
5388,4152884,2017,2019,1980,PRIVATE,23,Scarborough North,30 KIMBERCROFT CRT,8,94,2019-11-27,85,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,4,4,5,4,N/A,4,4,5,4,4,4,4,4,4,4,E2332,43.7906958495,-79.2383755375,325839.991,4849891.516
5389,4156624,2017,2019,1974,PRIVATE,22,Scarborough-Agincourt,20 AURORA CRT,14,175,2019-11-27,94,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,3,5,5,N/A,E2225,43.794252697,-79.3168863935,,
5390,4156607,2017,2019,1974,PRIVATE,22,Scarborough-Agincourt,30 AURORA CRT,13,167,2019-11-27,96,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,N/A,E2225,43.7949706591,-79.3170591991,,
5391,4154992,2017,2019,1960,PRIVATE,12,Toronto-St. Paul's,1596-1598 BATHURST ST,5,62,2019-11-27,71,Evaluation needs to be conducted in 2 years,17,3,4,5,3,3,4,N/A,3,4,3,4,3,5,3,3,3,N/A,4,3,N/A,S1229,43.688002772,-79.420528429,311180.353,4838471.794
5392,4154991,2017,2019,1939,PRIVATE,12,Toronto-St. Paul's,1600 BATHURST ST,4,34,2019-11-27,68,Evaluation needs to be conducted in 2 years,16,4,3,4,4,3,3,N/A,3,N/A,3,4,4,5,3,3,3,N/A,3,2,N/A,S1229,43.6883914125,-79.4208539018,311164.975,4838495.947
5393,4153893,2017,2019,1954,PRIVATE,12,Toronto-St. Paul's,1603 BATHURST ST,6,73,2019-11-27,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,3,N/A,3,4,3,4,3,5,3,4,4,4,5,4,N/A,S1230,43.689065755,-79.419580207,311267.329,4838571.917
5394,4154997,2017,2019,1930,PRIVATE,12,Toronto-St. Paul's,1650 BATHURST ST,3,25,2019-11-27,79,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,N/A,4,N/A,3,4,5,5,4,4,5,3,5,4,N/A,S1224,43.693814525,-79.4231231926,310981.496,4839098.264
5395,4155000,2017,2019,1950,PRIVATE,12,Toronto-St. Paul's,1652 BATHURST ST,4,39,2019-11-27,84,Evaluation needs to be conducted in 2 years,15,4,4,4,4,5,4,N/A,4,N/A,N/A,5,3,5,4,4,4,N/A,5,4,N/A,S1224,43.6942486943,-79.4234335468,310956.436,4839146.474
5396,4154998,2017,2019,1941,PRIVATE,12,Toronto-St. Paul's,1660 BATHURST ST,3,52,2019-11-27,75,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,N/A,3,N/A,3,4,4,4,4,4,4,N/A,3,3,N/A,S1224,43.6950513231,-79.4234851985,310952.196,4839235.639
5397,4155001,2017,2019,1951,PRIVATE,12,Toronto-St. Paul's,1862 BATHURST ST,7,75,2019-11-27,76,Evaluation needs to be conducted in 2 years,17,5,4,5,3,4,3,N/A,3,4,3,3,3,5,5,4,4,N/A,4,3,N/A,S1224,43.6975994594,-79.4245680335,310864.673,4839518.652
5398,4153374,2017,2019,1965,PRIVATE,12,Toronto-St. Paul's,160 BALMORAL AVE,12,89,2019-11-27,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,4,4,4,4,3,4,5,4,4,3,4,4,3,N/A,S1237,43.684495214,-79.4010047716,312765.703,4838064.784
5399,4153739,2017,2019,1950,PRIVATE,11,University-Rosedale,4 SHERBOURNE ST N,4,34,2019-11-27,86,Evaluation needs to be conducted in 3 years,17,5,5,4,5,5,4,5,4,N/A,N/A,5,4,5,4,3,4,4,4,3,N/A,S1131,43.6740184548,-79.3778037961,314637.899,4836903.35
5400,4284996,2017,2019,1969,PRIVATE,12,Toronto-St. Paul's,60 PLEASANT BLVD,32,163,2019-11-27,76,Evaluation needs to be conducted in 2 years,20,5,5,5,2,3,3,3,4,5,3,3,3,5,4,4,3,4,4,3,5,S1238,43.687754027,-79.391524865,313560.944,4838448.416
5401,4153746,2017,2019,1969,PRIVATE,12,Toronto-St. Paul's,40 PLEASANT BLVD,32,163,2019-11-27,82,Evaluation needs to be conducted in 2 years,20,5,5,5,2,4,3,4,4,5,3,5,5,5,4,4,3,4,4,3,5,S1238,43.6875941833,-79.3924335004,313456.285,4838409.917
5402,4152836,2017,2019,1979,PRIVATE,24,Scarborough-Guildwood,30 LIVONIA PL,13,200,2019-11-27,96,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,5,4,5,5,N/A,5,5,5,5,5,5,5,4,4,N/A,E2423,43.786028954,-79.204498435,328567.963,4849383.17
5403,4156003,2017,2019,1969,PRIVATE,12,Toronto-St. Paul's,33 ROSEHILL AVE,28,216,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,5,4,4,4,4,4,5,4,4,4,5,4,5,4,5,5,5,4,4,N/A,S1238,43.68644645,-79.39101627,313557.587,4838297.586
5404,4153745,2017,2019,1969,PRIVATE,12,Toronto-St. Paul's,50 ROSEHILL AVE,23,245,2019-11-27,95,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,4,5,S1238,43.686997323,-79.391011464,313570.756,4838344.719
5405,4152739,2017,2019,1960,PRIVATE,24,Scarborough-Guildwood,3210 LAWRENCE AVE E,6,48,2019-11-27,79,Evaluation needs to be conducted in 2 years,18,5,3,5,5,4,5,N/A,3,5,3,3,3,3,4,4,3,5,5,3,N/A,E2424,43.756840819,-79.241965176,325562.476,4846130.432
5406,4152833,2017,2019,1973,PRIVATE,24,Scarborough-Guildwood,750 MORNINGSIDE AVE,13,165,2019-11-27,75,Evaluation needs to be conducted in 2 years,19,3,4,3,3,4,3,4,4,4,N/A,3,4,5,3,4,4,5,4,3,4,E2423,43.788199734,-79.195048036,329327.695,4849627.083
5407,4152834,2017,2019,1972,PRIVATE,24,Scarborough-Guildwood,80 MORNELLE CRT,16,265,2019-11-27,84,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,5,N/A,4,5,5,4,3,4,5,4,4,N/A,E2423,43.7878204,-79.197530467,329128.055,4849584.211
5408,4155580,2017,2019,1971,TCHC,24,Scarborough-Guildwood,110 MORNELLE CRT,15,145,2019-11-27,79,Evaluation needs to be conducted in 2 years,18,3,4,4,3,4,5,4,4,4,N/A,4,5,5,3,4,4,4,3,4,N/A,E2423,43.786495688,-79.194414059,329379.42,4849437.971
5409,4152885,2017,2019,1982,SOCIAL HOUSING,23,Scarborough North,221 MILNER AVE,10,150,2019-11-27,88,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,4,4,5,5,4,4,5,5,4,4,4,4,4,4,5,E2332,43.7883475227,-79.2401308981,325699.537,4849630.18
5410,4152742,2017,2019,1967,PRIVATE,24,Scarborough-Guildwood,1050 MARKHAM RD,19,295,2019-11-27,85,Evaluation needs to be conducted in 2 years,19,5,3,5,5,5,5,5,5,5,5,4,5,5,3,3,3,4,3,3,N/A,E2425,43.774364871,-79.231567533,326393.484,4848079.933
5411,4153734,2017,2019,1969,PRIVATE,11,University-Rosedale,10 LAMPORT AVE,4,36,2019-11-27,74,Evaluation needs to be conducted in 2 years,17,4,4,4,4,5,4,4,2,4,N/A,3,3,5,3,4,4,N/A,3,3,N/A,S1131,43.6788601061,-79.3775615187,314656.669,4837441.278
5412,4156319,2017,2019,1979,PRIVATE,25,Scarborough-Rouge Park,250 BRENYON WAY,21,208,2019-11-27,92,Evaluation needs to be conducted in 3 years,20,4,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,4,4,E2524,,,327869.235,4851587.699
5413,4156287,2017,2019,1930,PRIVATE,12,Toronto-St. Paul's,2 CONNAUGHT CRCL,3,15,2019-11-27,76,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,3,N/A,4,N/A,N/A,4,3,5,4,4,4,N/A,4,2,N/A,S1229,43.6887249387,-79.425579233,310769.358,4838520.745
5414,4152876,2017,2019,1974,PRIVATE,22,Scarborough-Agincourt,10 CARABOB CRT,15,196,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,4,4,5,5,5,5,5,4,5,4,4,5,5,4,3,3,5,5,3,N/A,E2229,43.7832508381,-79.2976544815,321071.297,4849051.152
5415,4152877,2017,2019,1970,PRIVATE,22,Scarborough-Agincourt,20 CARABOB CRT,15,195,2019-11-27,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,4,3,4,4,4,5,5,4,4,4,4,5,3,N/A,E2229,43.7822047386,-79.2977983352,321060.001,4848934.904
5416,4152878,2017,2019,1971,PRIVATE,22,Scarborough-Agincourt,30 CARABOB CRT,15,195,2019-11-27,87,Evaluation needs to be conducted in 3 years,18,4,4,5,5,4,5,4,4,3,N/A,3,5,5,5,4,5,5,5,3,N/A,E2229,43.7818699138,-79.2966558581,321152.052,4848897.931
5417,4152879,2017,2019,1974,PRIVATE,22,Scarborough-Agincourt,40 CARABOB CRT,15,196,2019-11-27,95,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,4,N/A,E2229,43.7824433575,-79.2956106966,321236.023,4848961.847
5418,4152880,2017,2019,1974,PRIVATE,22,Scarborough-Agincourt,50 CARABOB CRT,15,197,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,5,5,3,5,4,4,5,5,5,3,5,2,5,3,N/A,E2229,43.7836229712,-79.2962340967,321185.524,4849092.775
5419,4153538,2017,2019,1958,PRIVATE,13,Toronto Centre,55 CHARLES ST E,9,75,2019-11-27,79,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,3,N/A,3,4,N/A,4,4,5,4,4,4,5,4,3,N/A,S1322,43.668892352,-79.383528461,314176.813,4836334.156
5420,4153517,2017,2019,1981,PRIVATE,11,University-Rosedale,55 CHARLES ST W,32,147,2019-11-27,87,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,4,4,4,4,N/A,3,5,5,4,4,4,N/A,4,5,N/A,S1136,43.6676849352,-79.3890195894,313734.416,4836198.46
5421,4153516,2017,2019,1977,PRIVATE,11,University-Rosedale,57 CHARLES ST W,21,250,2019-11-27,94,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,5,5,4,5,N/A,5,4,5,4,4,5,5,4,5,N/A,S1136,43.667772301,-79.389524395,313693.429,4836209.064
5422,4155585,2017,2019,1969,TCHC,22,Scarborough-Agincourt,2821 BIRCHMOUNT RD,12,237,2019-11-27,69,Evaluation needs to be conducted in 2 years,19,3,4,4,3,3,5,3,3,3,N/A,4,4,4,3,3,3,3,3,3,5,E2227,43.7985740617,-79.3051267847,320465.905,4850752.081
5423,4245676,2017,2019,1967,PRIVATE,12,Toronto-St. Paul's,321 CHAPLIN CRES,8,74,2019-11-27,84,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,3,5,4,5,N/A,S1226,43.7023575152,-79.4173230681,311448.141,4840047.833
5424,4153551,2017,2019,1915,PRIVATE,11,University-Rosedale,30 CHARLES ST E,3,21,2019-11-27,77,Evaluation needs to be conducted in 2 years,15,4,4,5,3,3,3,N/A,3,N/A,4,3,4,5,4,5,4,N/A,4,N/A,N/A,S1137,43.669198907,-79.384815824,314072.949,4836368.069
5425,4250524,2017,2019,1971,PRIVATE,22,Scarborough-Agincourt,10 CHICHESTER PL,16,220,2019-11-27,82,Evaluation needs to be conducted in 2 years,20,5,5,5,4,4,4,4,4,4,4,4,4,5,2,4,4,3,4,4,5,E2225,43.776428638,-79.321483526,319154.674,4848289.796
5426,4154985,2017,2019,1920,PRIVATE,12,Toronto-St. Paul's,172 VAUGHAN RD,3,24,2019-11-27,83,Evaluation needs to be conducted in 2 years,16,5,5,4,4,4,4,N/A,4,N/A,4,3,4,5,4,4,4,N/A,4,4,N/A,S1229,43.6862874018,-79.4225082434,311031.811,4838262.062
5427,4233286,2017,2019,1982,SOCIAL HOUSING,23,Scarborough North,25 THUNDER GRV,19,247,2019-11-27,89,Evaluation needs to be conducted in 3 years,19,5,5,5,5,3,5,4,5,5,4,5,4,5,4,4,4,N/A,4,4,5,E2323,43.8088087324,-79.2654841608,323652.719,4851897.317
5428,4154965,2017,2019,1940,PRIVATE,12,Toronto-St. Paul's,100 VAUGHAN RD,4,33,2019-11-27,74,Evaluation needs to be conducted in 2 years,16,4,4,5,3,3,4,N/A,4,N/A,4,3,3,4,3,4,4,N/A,3,4,N/A,S1229,43.6837967555,-79.4215781204,311107.05,4837985.411
5429,4155004,2017,2019,1980,PRIVATE,12,Toronto-St. Paul's,989 EGLINTON AVE W,7,146,2019-11-27,83,Evaluation needs to be conducted in 2 years,19,4,5,4,3,4,4,4,3,4,N/A,3,4,5,5,4,5,5,5,4,4,S1224,43.6997242607,-79.4303144037,310401.287,4839754.304
5430,4153945,2017,2019,1950,PRIVATE,12,Toronto-St. Paul's,725 EGLINTON AVE W,3,31,2019-11-27,82,Evaluation needs to be conducted in 2 years,17,4,5,4,4,4,3,N/A,4,N/A,3,4,4,5,5,4,4,3,5,5,N/A,S1225,43.7014521704,-79.4222090371,311054.429,4839946.865
5431,4156049,2017,2019,1994,SOCIAL HOUSING,24,Scarborough-Guildwood,1680 ELLESMERE RD,8,145,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,5,3,3,5,4,5,5,5,5,3,3,5,5,5,5,4,N/A,5,3,5,E2421,43.772909836,-79.2498185184,324924.994,4847912.75
5432,4153738,2017,2019,1957,PRIVATE,11,University-Rosedale,5 ELM AVE,4,66,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,4,5,5,5,4,5,4,5,4,5,4,4,4,3,N/A,S1131,43.674407746,-79.379741579,314510,4836920
5433,4155959,2017,2019,1957,PRIVATE,11,University-Rosedale,11 ELM AVE,4,59,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,4,5,5,5,4,5,4,5,4,5,4,4,4,3,N/A,S1131,43.6743478702,-79.3793263645,314515.075,4836939.77
5434,4153736,2017,2019,1950,PRIVATE,11,University-Rosedale,83 ELM AVE,3,61,2019-11-27,87,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,4,N/A,4,4,N/A,4,3,5,4,5,5,4,4,4,N/A,S1131,43.6758876849,-79.3733881455,314993.648,4837111.547
5435,4153737,2018,2019,1955,PRIVATE,11,University-Rosedale,45 GLEN RD,4,28,2019-11-27,87,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,4,N/A,4,4,N/A,5,4,5,4,5,4,4,4,3,N/A,S1131,43.6746275863,-79.3751897997,314848.578,4836971.335
5436,4233307,2017,2019,1986,SOCIAL HOUSING,12,Toronto-St. Paul's,31 TICHESTER RD,15,174,2019-11-27,78,Evaluation needs to be conducted in 2 years,20,4,4,5,4,3,4,5,3,4,4,4,4,4,3,3,4,3,5,4,4,S1230,43.6853017026,-79.418858111,311326.194,4838152.823
5437,4154984,2017,2019,1955,PRIVATE,12,Toronto-St. Paul's,180 VAUGHAN RD,4,22,2019-11-27,69,Evaluation needs to be conducted in 2 years,14,4,4,3,3,N/A,3,N/A,4,N/A,N/A,4,3,2,4,4,3,N/A,3,4,N/A,S1229,43.6865568405,-79.422647444,311020.562,4838291.988
5438,4152832,2017,2019,1974,PRIVATE,24,Scarborough-Guildwood,51 TRAILRIDGE CRES,17,200,2019-11-27,87,Evaluation needs to be conducted in 3 years,20,4,4,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,4,4,4,E2423,43.78311931,-79.206148943,328436.268,4849059.449
5439,4155815,2017,2019,1958,PRIVATE,12,Toronto-St. Paul's,208 VAUGHAN RD <<ROLL# CHG>>,4,25,2019-11-27,71,Evaluation needs to be conducted in 2 years,15,3,4,4,3,3,3,N/A,4,N/A,2,4,3,5,4,4,3,N/A,4,N/A,N/A,S1229,43.687290954,-79.423401887,310956.758,4838372.124
5440,4154996,2017,2019,1940,PRIVATE,12,Toronto-St. Paul's,261 VAUGHAN RD,3,33,2019-11-27,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,N/A,5,N/A,N/A,4,4,5,4,4,4,N/A,4,3,N/A,S1229,43.688844282,-79.425852061,310761.723,4838546.846
5441,4153518,2017,2019,1927,PRIVATE,13,Toronto Centre,16 ST JOSEPH ST,4,37,2019-11-27,79,Evaluation needs to be conducted in 2 years,14,4,4,5,4,4,4,N/A,3,N/A,N/A,4,4,5,3,4,4,N/A,3,N/A,N/A,S1321,43.6663961492,-79.3863015962,313953.812,4836055.585
5442,4153537,2017,2019,1965,PRIVATE,13,Toronto Centre,25 ST MARY ST,25,260,2019-11-27,82,Evaluation needs to be conducted in 2 years,18,5,5,5,5,4,4,3,3,5,N/A,4,5,5,3,4,4,3,3,4,N/A,S1321,43.6673389354,-79.3871538262,313884.939,4836160.227
5443,4152825,2017,2019,1968,PRIVATE,24,Scarborough-Guildwood,10 TUXEDO CRT,15,210,2019-11-27,88,Evaluation needs to be conducted in 3 years,19,5,3,5,5,5,5,5,3,5,5,4,5,5,5,3,3,5,5,3,N/A,E2422,43.7793949183,-79.231861667,326368.261,4848637.703
5444,4152827,2017,2019,1968,PRIVATE,24,Scarborough-Guildwood,30 TUXEDO CRT,15,214,2019-11-27,87,Evaluation needs to be conducted in 3 years,19,5,3,5,5,5,5,5,3,4,5,4,5,5,5,3,3,5,5,3,N/A,E2422,43.7813130122,-79.2295091754,326556.931,4848851.41
5445,4154969,2017,2019,1960,PRIVATE,12,Toronto-St. Paul's,142 VAUGHAN RD,4,27,2019-11-27,72,Evaluation needs to be conducted in 2 years,17,4,5,3,3,3,3,N/A,3,N/A,4,4,4,4,3,4,4,4,3,3,N/A,S1229,43.6851205,-79.4220842022,311066.115,4838132.443
5446,4156390,2017,2019,1971,TCHC,22,Scarborough-Agincourt,2739 VICTORIA PARK AVE,15,203,2019-11-27,74,Evaluation needs to be conducted in 2 years,20,3,4,5,3,4,4,3,4,4,2,3,3,4,5,4,4,4,4,3,4,E2225,43.778310557,-79.323533534,318941.968,4848494.812
5447,4155942,2017,2019,1971,TCHC,22,Scarborough-Agincourt,2743 VICTORIA PARK AVE,15,201,2019-11-27,72,Evaluation needs to be conducted in 2 years,20,3,3,4,3,4,4,3,5,3,3,2,3,5,5,4,4,3,4,3,4,E2225,43.779266937,-79.323413406,318912.612,4848579.722
5448,4153742,2017,2019,1986,PRIVATE,11,University-Rosedale,22 WOODLAWN AVE E,5,25,2019-11-27,78,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,3,N/A,4,4,3,4,4,5,4,4,4,N/A,4,4,N/A,S1121,43.6845417395,-79.3910501219,313568.256,4838070.946
5449,4155021,2017,2019,1971,PRIVATE,12,Toronto-St. Paul's,300 WINNETT AVE,4,35,2019-11-27,83,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,3,N/A,5,N/A,N/A,4,4,5,4,4,4,N/A,4,4,N/A,S1223,43.691627521,-79.434491531,310065.019,4838855.446
5450,4153542,2017,2019,1955,PRIVATE,13,Toronto Centre,42 ISABELLA ST,4,24,2019-11-27,83,Evaluation needs to be conducted in 2 years,14,4,5,5,4,3,4,N/A,4,N/A,N/A,3,4,5,4,5,4,N/A,4,N/A,N/A,S1322,43.66829815,-79.383729477,314160.693,4836268.121
5451,4153541,2017,2019,1960,PRIVATE,13,Toronto Centre,48 ISABELLA ST,10,84,2019-11-27,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,3,4,4,3,4,3,5,4,5,4,5,4,4,N/A,S1322,43.668324,-79.383444564,314183.666,4836271.025
5452,4153743,2017,2019,1969,PRIVATE,11,University-Rosedale,7 JACKES AVE,28,267,2019-11-27,82,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,3,3,4,4,4,5,4,5,4,4,4,4,4,4,5,S1121,43.684672949,-79.391651748,313519.467,4838086.41
5453,4153744,2017,2019,1967,PRIVATE,12,Toronto-St. Paul's,44 JACKES AVE,24,411,2019-11-27,80,Evaluation needs to be conducted in 2 years,20,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,3,5,3,3,5,S1238,43.6857858,-79.391174558,313557.781,4838210.101
5454,4153892,2017,2019,1965,PRIVATE,12,Toronto-St. Paul's,1545 BATHURST ST,6,56,2019-11-27,82,Evaluation needs to be conducted in 2 years,18,3,4,5,3,4,3,N/A,3,4,4,3,3,5,5,5,5,5,5,5,N/A,S1230,43.6861472911,-79.4191187193,311305.095,4838246.749
5455,4218633,2017,2019,1967,PRIVATE,12,Toronto-St. Paul's,77 ST CLAIR AVE E,20,185,2019-11-27,71,Evaluation needs to be conducted in 2 years,19,3,4,5,4,3,4,2,4,4,N/A,3,3,4,4,3,3,4,3,4,3,S1238,43.688457389,-79.390866323,313582.244,4838506.945
5456,4153750,2017,2019,1970,PRIVATE,12,Toronto-St. Paul's,80 ST CLAIR AVE E,26,307,2019-11-27,91,Evaluation needs to be conducted in 3 years,20,4,4,5,5,4,3,4,5,5,4,4,5,5,5,5,5,5,5,4,5,S1233,43.689146769,-79.390517749,313610.245,4838583.573
5457,4152851,2017,2019,1970,PRIVATE,22,Scarborough-Agincourt,3275 SHEPPARD AVE E,17,219,2019-11-27,84,Evaluation needs to be conducted in 2 years,20,5,4,5,3,4,3,4,5,5,4,4,4,5,4,4,4,5,4,3,5,E2230,43.777664481,-79.310076811,320080.96,4848422.677
5458,4152870,2017,2019,1968,PRIVATE,22,Scarborough-Agincourt,3735 SHEPPARD AVE E,4,52,2019-11-27,83,Evaluation needs to be conducted in 2 years,19,5,4,5,3,5,3,4,5,5,4,4,5,5,4,3,4,4,4,3,N/A,E2232,43.7810845583,-79.2961863382,321190.058,4848810.773
5459,4152892,2018,2019,1970,PRIVATE,23,Scarborough North,5600 SHEPPARD AVE E,10,120,2019-11-27,92,Evaluation needs to be conducted in 3 years,18,3,5,5,5,5,5,5,5,4,N/A,5,4,5,5,4,4,5,5,4,N/A,E2330,43.7950106411,-79.2363445715,326001.927,4850371.395
5460,4156076,2017,2019,1979,PRIVATE,23,Scarborough North,1580 SANDHURST CRCL,20,238,2019-11-27,89,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,4,4,5,5,N/A,4,4,5,5,4,4,5,4,4,5,E2322,43.807671204,-79.271262134,323198.048,4851844.093
5461,4156342,2017,2019,1979,PRIVATE,23,Scarborough North,1600 SANDHURST CRCL,20,238,2019-11-27,89,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,4,4,5,5,N/A,4,4,5,5,4,4,5,4,4,5,E2322,43.807552003,-79.272681054,323231.122,4851727.639
5462,4152819,2017,2019,1968,PRIVATE,24,Scarborough-Guildwood,567 SCARBOROUGH GOLF CLUB RD,16,224,2019-11-27,84,Evaluation needs to be conducted in 2 years,19,5,3,5,5,3,5,5,5,5,3,3,5,5,4,3,5,4,4,3,N/A,E2431,43.761339074,-79.2150743506,327726.39,4846636.265
